fotograma,tipo_objeto,confianza,id_track,x1,y1,x2,y2,flag_plate,conf_plate,mx1,my1,mx2,my2,texto_matricula
767,car,0.367,536,1343,322,1388,358,0,0.000,0,0,0,0,
767,car,0.460,538,1106,314,1178,345,0,0.000,0,0,0,0,
768,car,0.713,256,871,294,1094,455,1,0.906,923,395,978,411,33ZI3TKC
768,car,0.630,411,1297,322,1351,359,0,0.000,0,0,0,0,
768,car,0.388,388,1240,314,1283,343,0,0.000,0,0,0,0,
768,car,0.303,488,1421,325,1470,377,0,0.000,0,0,0,0,
768,car,0.497,494,1386,324,1436,362,0,0.000,0,0,0,0,
768,car,0.629,498,1187,318,1240,349,0,0.000,0,0,0,0,
768,car,0.458,507,1388,324,1449,370,0,0.000,0,0,0,0,
768,car,0.562,464,1434,325,1513,380,0,0.000,0,0,0,0,
768,car,0.498,509,1360,323,1397,357,0,0.000,0,0,0,0,
768,car,0.401,530,1100,307,1170,346,0,0.000,0,0,0,0,
768,car,0.350,536,1342,321,1386,357,0,0.000,0,0,0,0,
768,car,0.305,538,1105,313,1180,345,0,0.000,0,0,0,0,
769,car,0.765,256,863,294,1090,458,1,0.649,915,398,973,414,371JLKC
769,car,0.602,411,1296,322,1349,359,0,0.000,0,0,0,0,
769,car,0.401,388,1240,314,1282,343,0,0.000,0,0,0,0,
769,car,0.309,488,1420,325,1469,376,0,0.000,0,0,0,0,
769,car,0.492,494,1386,324,1437,362,0,0.000,0,0,0,0,
769,car,0.635,498,1188,317,1241,349,0,0.000,0,0,0,0,
769,car,0.461,507,1388,324,1449,370,0,0.000,0,0,0,0,
769,car,0.557,464,1434,325,1513,380,0,0.000,0,0,0,0,
769,car,0.502,509,1362,323,1398,357,0,0.000,0,0,0,0,
769,car,0.354,530,1103,306,1166,342,0,0.000,0,0,0,0,
769,car,0.377,536,1342,321,1385,357,0,0.000,0,0,0,0,
769,car,0.299,538,1096,308,1183,345,0,0.000,0,0,0,0,
770,car,0.868,256,855,294,1085,460,1,0.757,907,399,966,416,037434C
770,car,0.618,411,1296,321,1349,359,0,0.000,0,0,0,0,
770,car,0.407,388,1241,314,1283,343,0,0.000,0,0,0,0,
770,car,0.305,488,1420,325,1468,376,0,0.000,0,0,0,0,
770,car,0.496,494,1385,324,1437,362,0,0.000,0,0,0,0,
770,car,0.571,498,1191,318,1242,349,0,0.000,0,0,0,0,
770,car,0.459,507,1388,324,1449,370,0,0.000,0,0,0,0,
770,car,0.550,464,1434,325,1513,380,0,0.000,0,0,0,0,
770,car,0.496,509,1363,323,1398,357,0,0.000,0,0,0,0,
770,car,0.373,536,1342,321,1385,357,0,0.000,0,0,0,0,
771,car,0.641,256,846,294,1081,463,1,0.739,898,400,958,418,3743IKC
771,car,0.611,411,1295,321,1348,359,0,0.000,0,0,0,0,
771,car,0.428,388,1241,314,1283,344,0,0.000,0,0,0,0,
771,car,0.301,488,1421,325,1469,376,0,0.000,0,0,0,0,
771,car,0.495,494,1385,324,1437,362,0,0.000,0,0,0,0,
771,car,0.597,498,1192,318,1243,348,0,0.000,0,0,0,0,
771,car,0.459,507,1387,324,1449,370,0,0.000,0,0,0,0,
771,car,0.542,464,1434,325,1512,380,0,0.000,0,0,0,0,
771,car,0.474,509,1363,323,1398,357,0,0.000,0,0,0,0,
771,car,0.364,536,1343,321,1385,356,0,0.000,0,0,0,0,
772,car,0.708,256,836,293,1078,466,1,0.945,889,402,950,420,13212LKC
772,car,0.557,411,1294,322,1346,359,0,0.000,0,0,0,0,
772,car,0.433,388,1241,314,1284,344,0,0.000,0,0,0,0,
772,car,0.301,488,1422,325,1470,376,0,0.000,0,0,0,0,
772,car,0.496,494,1385,324,1437,362,0,0.000,0,0,0,0,
772,car,0.604,498,1192,317,1243,348,0,0.000,0,0,0,0,
772,car,0.456,507,1387,324,1449,370,0,0.000,0,0,0,0,
772,car,0.550,464,1434,325,1513,380,0,0.000,0,0,0,0,
772,car,0.490,509,1364,323,1399,357,0,0.000,0,0,0,0,
772,car,0.420,536,1344,322,1384,356,0,0.000,0,0,0,0,
772,car,0.411,538,1101,307,1190,345,0,0.000,0,0,0,0,
773,car,0.880,256,826,293,1073,469,1,0.952,880,404,942,422,93212UCL
773,car,0.532,411,1292,322,1344,359,0,0.000,0,0,0,0,
773,car,0.431,388,1241,315,1284,344,0,0.000,0,0,0,0,
773,car,0.300,488,1423,325,1471,376,0,0.000,0,0,0,0,
773,car,0.492,494,1385,324,1437,362,0,0.000,0,0,0,0,
773,car,0.607,498,1191,317,1243,348,0,0.000,0,0,0,0,
773,car,0.462,507,1387,324,1449,370,0,0.000,0,0,0,0,
773,car,0.550,464,1434,325,1513,380,0,0.000,0,0,0,0,
773,car,0.493,509,1364,323,1398,357,0,0.000,0,0,0,0,
773,car,0.437,536,1343,322,1384,356,0,0.000,0,0,0,0,
773,car,0.349,530,1106,306,1173,345,0,0.000,0,0,0,0,
774,car,0.883,256,815,292,1070,474,1,0.931,870,406,934,425,37BJLLC
774,car,0.566,411,1290,322,1342,358,0,0.000,0,0,0,0,
774,car,0.430,388,1241,316,1284,345,0,0.000,0,0,0,0,
774,car,0.294,488,1423,325,1471,376,0,0.000,0,0,0,0,
774,car,0.489,494,1385,324,1437,362,0,0.000,0,0,0,0,
774,car,0.596,498,1192,319,1242,349,0,0.000,0,0,0,0,
774,car,0.454,507,1387,324,1449,370,0,0.000,0,0,0,0,
774,car,0.532,464,1434,325,1513,380,0,0.000,0,0,0,0,
774,car,0.465,509,1365,323,1399,357,0,0.000,0,0,0,0,
774,car,0.421,536,1344,322,1383,355,0,0.000,0,0,0,0,
775,car,0.891,256,804,292,1065,477,1,0.879,859,409,925,427,TJIITMIWTH
775,car,0.575,411,1289,323,1341,358,0,0.000,0,0,0,0,
775,car,0.395,388,1241,316,1284,345,0,0.000,0,0,0,0,
775,car,0.297,488,1423,325,1471,376,0,0.000,0,0,0,0,
775,car,0.506,494,1384,324,1437,362,0,0.000,0,0,0,0,
775,car,0.615,498,1192,319,1243,350,0,0.000,0,0,0,0,
775,car,0.458,507,1387,324,1449,370,0,0.000,0,0,0,0,
775,car,0.538,464,1434,325,1512,380,0,0.000,0,0,0,0,
775,car,0.446,509,1367,323,1400,357,0,0.000,0,0,0,0,
775,car,0.460,536,1344,322,1383,355,0,0.000,0,0,0,0,
776,car,0.880,256,792,292,1060,481,1,0.800,849,411,917,430,J3713LIC
776,car,0.625,411,1289,322,1341,358,0,0.000,0,0,0,0,
776,car,0.387,388,1242,317,1284,345,0,0.000,0,0,0,0,
776,car,0.292,488,1424,325,1471,376,0,0.000,0,0,0,0,
776,car,0.501,494,1384,324,1438,362,0,0.000,0,0,0,0,
776,car,0.580,498,1193,319,1244,350,0,0.000,0,0,0,0,
776,car,0.464,507,1386,324,1449,370,0,0.000,0,0,0,0,
776,car,0.537,464,1434,325,1512,380,0,0.000,0,0,0,0,
776,car,0.468,509,1367,323,1400,357,0,0.000,0,0,0,0,
776,car,0.464,536,1344,322,1384,355,0,0.000,0,0,0,0,
777,car,0.875,256,781,291,1057,486,1,0.863,837,414,907,432,H3213ICF
777,car,0.624,411,1288,322,1341,357,0,0.000,0,0,0,0,
777,car,0.371,388,1242,317,1284,345,0,0.000,0,0,0,0,
777,car,0.297,488,1423,325,1471,376,0,0.000,0,0,0,0,
777,car,0.497,494,1384,325,1438,362,0,0.000,0,0,0,0,
777,car,0.610,498,1195,320,1246,351,0,0.000,0,0,0,0,
777,car,0.461,507,1387,324,1449,370,0,0.000,0,0,0,0,
777,car,0.535,464,1434,325,1512,380,0,0.000,0,0,0,0,
777,car,0.483,509,1367,323,1399,357,0,0.000,0,0,0,0,
777,car,0.494,536,1344,322,1384,355,0,0.000,0,0,0,0,
778,car,0.887,256,769,291,1051,489,1,0.772,825,417,896,436,3713LLC
778,car,0.599,411,1288,322,1341,358,0,0.000,0,0,0,0,
778,car,0.341,388,1243,317,1285,346,0,0.000,0,0,0,0,
778,car,0.302,488,1423,325,1470,376,0,0.000,0,0,0,0,
778,car,0.502,494,1384,325,1437,362,0,0.000,0,0,0,0,
778,car,0.631,498,1196,320,1246,351,0,0.000,0,0,0,0,
778,car,0.458,507,1387,324,1449,370,0,0.000,0,0,0,0,
778,car,0.540,464,1434,325,1512,380,0,0.000,0,0,0,0,
778,car,0.483,509,1367,323,1398,357,0,0.000,0,0,0,0,
778,car,0.501,536,1344,322,1384,355,0,0.000,0,0,0,0,
779,car,0.877,256,755,290,1047,495,1,0.711,813,420,886,440,H37434KC
779,car,0.619,411,1288,322,1341,357,0,0.000,0,0,0,0,
779,car,0.328,388,1243,317,1285,345,0,0.000,0,0,0,0,
779,car,0.300,488,1422,325,1470,376,0,0.000,0,0,0,0,
779,car,0.506,494,1384,325,1437,362,0,0.000,0,0,0,0,
779,car,0.635,498,1196,320,1247,351,0,0.000,0,0,0,0,
779,car,0.469,507,1387,324,1449,370,0,0.000,0,0,0,0,
779,car,0.539,464,1434,326,1512,380,0,0.000,0,0,0,0,
779,car,0.491,509,1367,323,1399,357,0,0.000,0,0,0,0,
779,car,0.500,536,1344,322,1385,355,0,0.000,0,0,0,0,
780,car,0.917,256,741,290,1040,499,1,0.660,799,422,873,444,H3ZRLKC
780,car,0.632,411,1288,321,1341,357,0,0.000,0,0,0,0,
780,car,0.333,388,1242,317,1285,345,0,0.000,0,0,0,0,
780,car,0.300,488,1422,325,1469,376,0,0.000,0,0,0,0,
780,car,0.502,494,1384,324,1437,362,0,0.000,0,0,0,0,
780,car,0.658,498,1195,321,1246,352,0,0.000,0,0,0,0,
780,car,0.461,507,1387,324,1450,370,0,0.000,0,0,0,0,
780,car,0.534,464,1434,326,1512,380,0,0.000,0,0,0,0,
780,car,0.503,509,1365,323,1397,357,0,0.000,0,0,0,0,
780,car,0.496,536,1344,321,1385,354,0,0.000,0,0,0,0,
781,car,0.916,256,727,290,1037,505,1,0.703,785,427,862,448,1
781,car,0.628,411,1287,320,1342,357,0,0.000,0,0,0,0,
781,car,0.359,388,1242,316,1286,346,0,0.000,0,0,0,0,
781,car,0.296,488,1422,325,1469,376,0,0.000,0,0,0,0,
781,car,0.489,494,1384,324,1438,362,0,0.000,0,0,0,0,
781,car,0.647,498,1194,320,1246,352,0,0.000,0,0,0,0,
781,car,0.460,507,1387,324,1450,370,0,0.000,0,0,0,0,
781,car,0.534,464,1434,325,1512,379,0,0.000,0,0,0,0,
781,car,0.511,509,1365,323,1397,356,0,0.000,0,0,0,0,
781,car,0.510,536,1345,321,1385,354,0,0.000,0,0,0,0,
782,car,0.900,256,711,289,1031,511,1,0.733,770,430,849,451,
782,car,0.641,411,1286,320,1341,357,0,0.000,0,0,0,0,
782,car,0.332,388,1243,316,1286,345,0,0.000,0,0,0,0,
782,car,0.291,488,1423,325,1470,376,0,0.000,0,0,0,0,
782,car,0.489,494,1384,324,1438,362,0,0.000,0,0,0,0,
782,car,0.643,498,1195,321,1247,353,0,0.000,0,0,0,0,
782,car,0.460,507,1387,324,1450,370,0,0.000,0,0,0,0,
782,car,0.535,464,1434,325,1512,379,0,0.000,0,0,0,0,
782,car,0.515,509,1363,323,1396,357,0,0.000,0,0,0,0,
782,car,0.517,536,1344,321,1386,354,0,0.000,0,0,0,0,
783,car,0.929,256,693,288,1024,516,1,0.729,754,434,835,456,9713LXC
783,car,0.613,411,1285,320,1340,356,0,0.000,0,0,0,0,
783,car,0.316,388,1243,316,1287,345,0,0.000,0,0,0,0,
783,car,0.287,488,1422,325,1470,376,0,0.000,0,0,0,0,
783,car,0.470,494,1384,324,1438,361,0,0.000,0,0,0,0,
783,car,0.690,498,1196,322,1247,353,0,0.000,0,0,0,0,
783,car,0.448,507,1387,324,1450,370,0,0.000,0,0,0,0,
783,car,0.514,464,1434,325,1512,379,0,0.000,0,0,0,0,
783,car,0.512,509,1363,323,1396,356,0,0.000,0,0,0,0,
783,car,0.503,536,1344,321,1385,353,0,0.000,0,0,0,0,
784,car,0.933,256,675,287,1016,521,1,0.816,737,437,821,461,I
784,car,0.632,411,1285,320,1339,356,0,0.000,0,0,0,0,
784,car,0.339,388,1243,316,1287,346,0,0.000,0,0,0,0,
784,car,0.287,488,1421,325,1468,376,0,0.000,0,0,0,0,
784,car,0.481,494,1384,324,1438,361,0,0.000,0,0,0,0,
784,car,0.683,498,1196,321,1248,353,0,0.000,0,0,0,0,
784,car,0.462,507,1387,324,1450,370,0,0.000,0,0,0,0,
784,car,0.521,464,1434,325,1512,379,0,0.000,0,0,0,0,
784,car,0.529,509,1363,322,1396,356,0,0.000,0,0,0,0,
784,car,0.526,536,1344,321,1385,353,0,0.000,0,0,0,0,
785,car,0.931,256,657,287,1010,527,1,0.754,719,441,806,466,I
785,car,0.627,411,1285,320,1339,356,0,0.000,0,0,0,0,
785,car,0.331,388,1243,315,1288,346,0,0.000,0,0,0,0,
785,car,0.288,488,1420,325,1467,376,0,0.000,0,0,0,0,
785,car,0.469,494,1384,324,1438,361,0,0.000,0,0,0,0,
785,car,0.691,498,1196,321,1249,354,0,0.000,0,0,0,0,
785,car,0.459,507,1388,324,1451,370,0,0.000,0,0,0,0,
785,car,0.522,464,1434,325,1513,379,0,0.000,0,0,0,0,
785,car,0.528,509,1362,322,1396,357,0,0.000,0,0,0,0,
785,car,0.540,536,1344,321,1385,353,0,0.000,0,0,0,0,
786,car,0.943,256,637,285,1003,534,1,0.590,699,446,788,471,
786,car,0.634,411,1284,319,1339,356,0,0.000,0,0,0,0,
786,car,0.321,388,1242,315,1288,347,0,0.000,0,0,0,0,
786,car,0.292,488,1420,325,1467,376,0,0.000,0,0,0,0,
786,car,0.470,494,1384,324,1438,361,0,0.000,0,0,0,0,
786,car,0.693,498,1195,321,1249,354,0,0.000,0,0,0,0,
786,car,0.459,507,1388,324,1452,370,0,0.000,0,0,0,0,
786,car,0.517,464,1434,325,1513,379,0,0.000,0,0,0,0,
786,car,0.531,509,1362,322,1396,357,0,0.000,0,0,0,0,
786,car,0.552,536,1343,321,1384,353,0,0.000,0,0,0,0,
787,car,0.916,256,616,285,995,540,1,0.798,678,450,771,477,
787,car,0.619,411,1282,319,1337,356,0,0.000,0,0,0,0,
787,car,0.346,388,1241,315,1288,348,0,0.000,0,0,0,0,
787,car,0.285,488,1419,325,1466,376,0,0.000,0,0,0,0,
787,car,0.476,494,1384,324,1438,361,0,0.000,0,0,0,0,
787,car,0.687,498,1195,321,1249,354,0,0.000,0,0,0,0,
787,car,0.470,507,1388,324,1452,370,0,0.000,0,0,0,0,
787,car,0.517,464,1434,325,1513,379,0,0.000,0,0,0,0,
787,car,0.519,509,1362,323,1396,357,0,0.000,0,0,0,0,
787,car,0.543,536,1342,321,1383,353,0,0.000,0,0,0,0,
788,car,0.889,256,595,284,988,548,1,0.830,656,455,752,483,
788,car,0.610,411,1281,319,1336,355,0,0.000,0,0,0,0,
788,car,0.375,388,1240,316,1287,350,0,0.000,0,0,0,0,
788,car,0.287,488,1420,325,1467,376,0,0.000,0,0,0,0,
788,car,0.471,494,1384,324,1438,361,0,0.000,0,0,0,0,
788,car,0.683,498,1195,320,1249,354,0,0.000,0,0,0,0,
788,car,0.464,507,1388,324,1451,370,0,0.000,0,0,0,0,
788,car,0.523,464,1434,325,1512,379,0,0.000,0,0,0,0,
788,car,0.522,509,1362,323,1396,357,0,0.000,0,0,0,0,
788,car,0.563,536,1342,321,1383,353,0,0.000,0,0,0,0,
789,car,0.922,256,570,284,981,557,1,0.951,631,459,731,488,1
789,car,0.622,411,1280,319,1334,355,0,0.000,0,0,0,0,
789,car,0.384,388,1240,316,1287,351,0,0.000,0,0,0,0,
789,car,0.290,488,1421,325,1468,376,0,0.000,0,0,0,0,
789,car,0.476,494,1384,324,1438,361,0,0.000,0,0,0,0,
789,car,0.662,498,1195,320,1250,354,0,0.000,0,0,0,0,
789,car,0.471,507,1388,324,1451,370,0,0.000,0,0,0,0,
789,car,0.531,464,1434,325,1513,379,0,0.000,0,0,0,0,
789,car,0.535,509,1362,322,1396,357,0,0.000,0,0,0,0,
789,car,0.574,536,1342,321,1382,353,0,0.000,0,0,0,0,
790,car,0.923,256,543,284,968,565,1,0.952,605,465,710,495,
790,car,0.644,411,1280,318,1334,355,0,0.000,0,0,0,0,
790,car,0.378,388,1240,316,1287,351,0,0.000,0,0,0,0,
790,car,0.293,488,1421,325,1468,376,0,0.000,0,0,0,0,
790,car,0.482,494,1384,324,1438,361,0,0.000,0,0,0,0,
790,car,0.627,498,1194,319,1250,354,0,0.000,0,0,0,0,
790,car,0.475,507,1388,324,1451,370,0,0.000,0,0,0,0,
790,car,0.522,464,1434,325,1513,379,0,0.000,0,0,0,0,
790,car,0.534,509,1363,322,1397,357,0,0.000,0,0,0,0,
790,car,0.575,536,1342,321,1382,353,0,0.000,0,0,0,0,
791,car,0.928,256,515,283,960,574,1,0.786,576,472,684,501,M
791,car,0.631,411,1280,318,1333,355,0,0.000,0,0,0,0,
791,car,0.352,388,1240,315,1287,352,0,0.000,0,0,0,0,
791,car,0.289,488,1421,325,1468,376,0,0.000,0,0,0,0,
791,car,0.474,494,1384,324,1438,361,0,0.000,0,0,0,0,
791,car,0.620,498,1194,319,1251,355,0,0.000,0,0,0,0,
791,car,0.466,507,1388,324,1451,370,0,0.000,0,0,0,0,
791,car,0.532,464,1435,325,1513,379,0,0.000,0,0,0,0,
791,car,0.527,509,1363,323,1397,357,0,0.000,0,0,0,0,
791,car,0.570,536,1342,321,1383,353,0,0.000,0,0,0,0,
792,car,0.882,256,482,282,950,587,1,0.492,543,477,658,511,
792,car,0.624,411,1281,319,1334,355,0,0.000,0,0,0,0,
792,car,0.381,388,1242,317,1287,352,0,0.000,0,0,0,0,
792,car,0.302,488,1424,324,1471,376,0,0.000,0,0,0,0,
792,car,0.494,494,1383,324,1436,361,0,0.000,0,0,0,0,
792,car,0.583,498,1195,318,1252,355,0,0.000,0,0,0,0,
792,car,0.433,507,1387,324,1449,368,0,0.000,0,0,0,0,
792,car,0.532,464,1434,325,1512,380,0,0.000,0,0,0,0,
792,car,0.515,509,1365,323,1398,357,0,0.000,0,0,0,0,
792,car,0.575,536,1343,322,1383,353,0,0.000,0,0,0,0,
793,car,0.928,256,446,280,940,599,1,0.399,510,485,628,521,VM
793,car,0.616,411,1282,320,1334,355,0,0.000,0,0,0,0,
793,car,0.341,388,1242,318,1286,353,0,0.000,0,0,0,0,
793,car,0.318,488,1425,324,1472,376,0,0.000,0,0,0,0,
793,car,0.499,494,1383,325,1436,361,0,0.000,0,0,0,0,
793,car,0.544,498,1197,319,1253,355,0,0.000,0,0,0,0,
793,car,0.449,507,1387,324,1448,368,0,0.000,0,0,0,0,
793,car,0.533,464,1433,325,1512,380,0,0.000,0,0,0,0,
793,car,0.510,509,1366,323,1398,356,0,0.000,0,0,0,0,
793,car,0.570,536,1344,322,1384,353,0,0.000,0,0,0,0,
794,car,0.932,256,410,279,929,612,1,0.555,471,494,597,530,3733133
794,car,0.630,411,1281,319,1333,355,0,0.000,0,0,0,0,
794,car,0.315,388,1242,318,1286,353,0,0.000,0,0,0,0,
794,car,0.316,488,1424,324,1471,376,0,0.000,0,0,0,0,
794,car,0.499,494,1383,325,1435,361,0,0.000,0,0,0,0,
794,car,0.584,498,1198,320,1253,356,0,0.000,0,0,0,0,
794,car,0.441,507,1387,324,1448,368,0,0.000,0,0,0,0,
794,car,0.519,464,1433,326,1512,380,0,0.000,0,0,0,0,
794,car,0.518,509,1366,324,1398,357,0,0.000,0,0,0,0,
794,car,0.583,536,1344,322,1384,354,0,0.000,0,0,0,0,
795,car,0.927,256,371,278,914,623,1,0.676,431,502,561,541,
795,car,0.629,411,1281,320,1332,354,0,0.000,0,0,0,0,
795,car,0.251,388,1242,317,1286,353,0,0.000,0,0,0,0,
795,car,0.317,488,1423,324,1470,376,0,0.000,0,0,0,0,
795,car,0.490,494,1383,325,1436,361,0,0.000,0,0,0,0,
795,car,0.607,498,1199,321,1253,356,0,0.000,0,0,0,0,
795,car,0.457,507,1387,324,1449,368,0,0.000,0,0,0,0,
795,car,0.520,464,1433,326,1512,380,0,0.000,0,0,0,0,
795,car,0.524,509,1366,324,1398,357,0,0.000,0,0,0,0,
795,car,0.590,536,1344,322,1384,354,0,0.000,0,0,0,0,
795,car,0.421,566,1291,320,1342,354,0,0.000,0,0,0,0,
796,car,0.935,256,324,277,901,641,1,0.301,383,513,521,554,M
796,car,0.441,411,1279,319,1327,352,0,0.000,0,0,0,0,
796,car,0.329,488,1421,324,1467,376,0,0.000,0,0,0,0,
796,car,0.493,494,1383,325,1436,361,0,0.000,0,0,0,0,
796,car,0.630,498,1200,321,1253,356,0,0.000,0,0,0,0,
796,car,0.457,507,1388,324,1451,369,0,0.000,0,0,0,0,
796,car,0.508,464,1433,326,1512,380,0,0.000,0,0,0,0,
796,car,0.524,509,1367,324,1398,357,0,0.000,0,0,0,0,
796,car,0.577,536,1343,322,1384,354,0,0.000,0,0,0,0,
796,car,0.630,566,1284,320,1336,354,0,0.000,0,0,0,0,
797,car,0.866,256,276,275,884,655,1,0.303,331,524,478,568,
797,car,0.424,411,1278,319,1324,351,0,0.000,0,0,0,0,
797,car,0.327,488,1420,324,1466,376,0,0.000,0,0,0,0,
797,car,0.490,494,1383,325,1436,361,0,0.000,0,0,0,0,
797,car,0.639,498,1200,322,1253,357,0,0.000,0,0,0,0,
797,car,0.463,507,1388,324,1452,369,0,0.000,0,0,0,0,
797,car,0.507,464,1433,326,1512,380,0,0.000,0,0,0,0,
797,car,0.536,509,1366,324,1398,357,0,0.000,0,0,0,0,
797,car,0.608,536,1343,322,1384,354,0,0.000,0,0,0,0,
797,car,0.626,566,1282,320,1335,353,0,0.000,0,0,0,0,
798,car,0.852,256,219,270,873,675,1,0.285,272,539,429,585,
798,car,0.596,411,1278,319,1326,352,0,0.000,0,0,0,0,
798,car,0.329,488,1419,324,1466,376,0,0.000,0,0,0,0,
798,car,0.494,494,1383,325,1436,362,0,0.000,0,0,0,0,
798,car,0.596,498,1200,321,1254,357,0,0.000,0,0,0,0,
798,car,0.473,507,1388,324,1452,369,0,0.000,0,0,0,0,
798,car,0.518,464,1433,326,1512,380,0,0.000,0,0,0,0,
798,car,0.542,509,1366,324,1397,356,0,0.000,0,0,0,0,
798,car,0.612,536,1343,322,1384,353,0,0.000,0,0,0,0,
798,car,0.424,566,1290,319,1341,353,0,0.000,0,0,0,0,
799,car,0.926,256,155,267,856,698,1,0.300,206,552,410,604,51134
799,car,0.522,411,1276,319,1323,352,0,0.000,0,0,0,0,
799,car,0.328,488,1419,325,1466,376,0,0.000,0,0,0,0,
799,car,0.489,494,1384,325,1437,362,0,0.000,0,0,0,0,
799,car,0.582,498,1201,321,1255,357,0,0.000,0,0,0,0,
799,car,0.474,507,1388,324,1452,369,0,0.000,0,0,0,0,
799,car,0.502,464,1433,326,1512,380,0,0.000,0,0,0,0,
799,car,0.527,509,1366,324,1397,356,0,0.000,0,0,0,0,
799,car,0.593,536,1343,322,1383,353,0,0.000,0,0,0,0,
799,car,0.386,566,1299,319,1348,352,0,0.000,0,0,0,0,
800,car,0.913,256,85,264,835,720,1,0.300,206,552,410,604,M
800,car,0.520,411,1274,319,1320,353,0,0.000,0,0,0,0,
800,car,0.327,488,1419,325,1465,376,0,0.000,0,0,0,0,
800,car,0.482,494,1384,325,1437,362,0,0.000,0,0,0,0,
800,car,0.585,498,1202,321,1256,357,0,0.000,0,0,0,0,
800,car,0.464,507,1388,324,1453,369,0,0.000,0,0,0,0,
800,car,0.505,464,1433,326,1512,380,0,0.000,0,0,0,0,
800,car,0.522,509,1366,324,1397,356,0,0.000,0,0,0,0,
800,car,0.570,536,1344,322,1383,353,0,0.000,0,0,0,0,
800,car,0.386,566,1303,319,1351,351,0,0.000,0,0,0,0,
801,car,0.925,256,29,262,829,747,1,0.300,206,552,410,604,M
801,car,0.554,411,1272,318,1318,351,0,0.000,0,0,0,0,
801,car,0.311,488,1418,325,1465,375,0,0.000,0,0,0,0,
801,car,0.476,494,1384,325,1437,362,0,0.000,0,0,0,0,
801,car,0.589,498,1202,321,1256,357,0,0.000,0,0,0,0,
801,car,0.446,507,1388,324,1453,369,0,0.000,0,0,0,0,
801,car,0.493,464,1433,326,1512,380,0,0.000,0,0,0,0,
801,car,0.524,509,1366,324,1397,356,0,0.000,0,0,0,0,
801,car,0.566,536,1344,322,1383,353,0,0.000,0,0,0,0,
801,car,0.415,566,1304,319,1351,350,0,0.000,0,0,0,0,
802,car,0.933,256,0,259,838,779,1,0.300,206,552,410,604,M
802,car,0.577,411,1272,317,1316,350,0,0.000,0,0,0,0,
802,car,0.314,488,1417,325,1464,375,0,0.000,0,0,0,0,
802,car,0.471,494,1384,325,1437,362,0,0.000,0,0,0,0,
802,car,0.550,498,1201,320,1256,357,0,0.000,0,0,0,0,
802,car,0.449,507,1388,324,1453,369,0,0.000,0,0,0,0,
802,car,0.481,464,1433,326,1512,380,0,0.000,0,0,0,0,
802,car,0.530,509,1366,324,1396,356,0,0.000,0,0,0,0,
802,car,0.577,536,1344,322,1383,352,0,0.000,0,0,0,0,
802,car,0.418,566,1304,319,1350,350,0,0.000,0,0,0,0,
803,car,0.923,256,0,254,853,815,1,0.300,206,552,410,604,M
803,car,0.577,411,1272,317,1315,350,0,0.000,0,0,0,0,
803,car,0.305,488,1417,325,1464,375,0,0.000,0,0,0,0,
803,car,0.470,494,1384,325,1438,362,0,0.000,0,0,0,0,
803,car,0.586,498,1199,320,1256,357,0,0.000,0,0,0,0,
803,car,0.444,507,1388,324,1454,369,0,0.000,0,0,0,0,
803,car,0.472,464,1433,326,1512,380,0,0.000,0,0,0,0,
803,car,0.526,509,1366,324,1397,356,0,0.000,0,0,0,0,
803,car,0.576,536,1344,322,1384,352,0,0.000,0,0,0,0,
803,car,0.440,566,1303,319,1349,349,0,0.000,0,0,0,0,
804,car,0.920,256,0,251,872,865,1,0.300,206,552,410,604,M
804,car,0.507,411,1276,318,1318,350,0,0.000,0,0,0,0,
804,car,0.302,488,1416,325,1464,375,0,0.000,0,0,0,0,
804,car,0.447,494,1385,325,1438,361,0,0.000,0,0,0,0,
804,car,0.650,498,1198,319,1258,358,0,0.000,0,0,0,0,
804,car,0.442,507,1389,324,1455,369,0,0.000,0,0,0,0,
804,car,0.451,464,1433,326,1512,380,0,0.000,0,0,0,0,
804,car,0.513,509,1366,324,1397,356,0,0.000,0,0,0,0,
804,car,0.564,536,1344,322,1383,352,0,0.000,0,0,0,0,
804,car,0.433,566,1303,319,1348,349,0,0.000,0,0,0,0,
805,car,0.939,256,0,246,888,913,1,0.300,206,552,410,604,M
805,car,0.404,411,1274,317,1316,349,0,0.000,0,0,0,0,
805,car,0.305,488,1415,325,1464,376,0,0.000,0,0,0,0,
805,car,0.457,494,1385,325,1438,361,0,0.000,0,0,0,0,
805,car,0.661,498,1200,320,1260,358,0,0.000,0,0,0,0,
805,car,0.440,507,1389,324,1455,368,0,0.000,0,0,0,0,
805,car,0.460,464,1433,326,1512,380,0,0.000,0,0,0,0,
805,car,0.524,509,1365,324,1396,356,0,0.000,0,0,0,0,
805,car,0.573,536,1344,322,1383,352,0,0.000,0,0,0,0,
805,car,0.426,566,1303,319,1347,349,0,0.000,0,0,0,0,
806,car,0.949,256,0,243,898,964,1,0.300,206,552,410,604,M
806,car,0.347,411,1273,317,1315,349,0,0.000,0,0,0,0,
806,car,0.310,488,1415,325,1464,376,0,0.000,0,0,0,0,
806,car,0.440,494,1385,325,1438,361,0,0.000,0,0,0,0,
806,car,0.670,498,1200,319,1261,358,0,0.000,0,0,0,0,
806,car,0.454,507,1389,324,1456,369,0,0.000,0,0,0,0,
806,car,0.471,464,1432,326,1512,380,0,0.000,0,0,0,0,
